date,disease
2019/6/24,0
2019/6/25,0
2019/6/26,0
2019/6/27,0
2019/6/28,0
2019/6/29,0
2019/6/30,0
2019/7/1,0
2019/7/2,0
2019/7/3,0
2019/7/4,0
2019/7/5,0
2019/7/6,0
2019/7/7,0
2019/7/8,0
2019/7/9,0
2019/7/10,0
2019/7/11,0
2019/7/12,0
2019/7/13,0
2019/7/14,1
2019/7/15,1
2019/7/16,0
2019/7/17,0
2019/7/18,0
2019/7/19,1
2019/7/20,1
2019/7/21,1
2019/7/22,1
2019/7/23,1
2019/7/24,1
2019/7/25,1
2019/7/26,1
2019/7/27,1
2019/7/28,1
2019/7/29,1
2019/7/30,0
2019/7/31,0
2019/8/1,0
2019/8/2,0
2019/8/3,0
2019/8/4,1
2019/8/5,1
2019/8/6,1
2019/8/7,1
2019/8/8,1
2019/8/9,1
2019/8/10,1
2019/8/11,1
2019/8/12,1
2019/8/13,1
2019/8/14,1
2019/8/15,1
2019/8/16,1
2019/8/17,1
2019/8/18,1
2019/8/19,1
2019/8/20,1
2019/8/21,1
2019/8/22,1
2019/8/23,1
2019/8/24,1
2019/8/25,1
2019/8/26,1
2019/8/27,1
2019/8/28,1
2019/8/29,1
2019/8/30,1
2019/8/31,1
2019/9/1,1
2019/9/2,1
2019/9/3,1
2019/9/4,1
2019/9/5,1
2019/9/6,1
2019/9/7,1
2019/9/8,1
2019/9/9,1
2019/9/10,1
2019/9/11,1
2019/9/12,1
2019/9/13,1
2019/9/14,1
2019/9/15,1
2019/9/16,1
2019/9/17,1
2019/9/18,1
2019/9/19,1
2019/9/20,1
2019/9/21,1
2019/9/22,1
2019/9/23,1
2019/9/24,1
2019/9/25,1
2019/9/26,1
2019/9/27,1
2019/9/28,1
2019/9/29,1
2019/9/30,1
2019/10/1,1
2019/10/2,1
2019/10/3,1
2019/10/4,1
2019/10/5,1
2019/10/6,0
2019/10/7,0
2019/10/8,0
2019/10/9,0
2019/10/10,0
2019/10/11,0
2019/10/12,0
2019/10/13,0
