date,disease
2016/11/16,0
2016/11/17,0
2016/11/18,0
2016/11/19,0
2016/11/20,0
2016/11/21,0
2016/11/22,0
2016/11/23,0
2016/11/24,0
2016/11/25,0
2016/11/26,0
2016/11/27,0
2016/11/28,0
2016/11/29,0
2016/11/30,0
2016/12/1,0
2016/12/2,0
2016/12/3,0
2016/12/4,0
2016/12/5,0
2016/12/6,0
2016/12/7,0
2016/12/8,0
2016/12/9,0
2016/12/10,0
2016/12/11,0
2016/12/12,0
2016/12/13,0
2016/12/14,0
2016/12/15,0
2016/12/16,0
2016/12/17,0
2016/12/18,0
2016/12/19,0
2016/12/20,0
2016/12/21,0
2016/12/22,0
2016/12/23,0
2016/12/24,0
2016/12/25,0
2016/12/26,0
2016/12/27,0
2016/12/28,0
2016/12/29,0
2016/12/30,0
2016/12/31,0
2017/1/1,0
2017/1/2,0
2017/1/3,0
2017/1/4,0
2017/1/5,0
2017/1/6,0
2017/1/7,0
2017/1/8,0
2017/1/9,0
2017/1/10,0
