date,disease
2019/3/7,0
2019/3/8,0
2019/3/9,0
2019/3/10,0
2019/3/11,0
2019/3/12,0
2019/3/13,0
2019/3/14,0
2019/3/15,0
2019/3/16,0
2019/3/17,0
2019/3/18,0
2019/3/19,0
2019/3/20,0
2019/3/21,0
2019/3/22,0
2019/3/23,0
2019/3/24,0
2019/3/25,0
2019/3/26,0
2019/3/27,0
2019/3/28,0
2019/3/29,0
2019/3/30,0
2019/3/31,0
2019/4/1,0
2019/4/2,0
2019/4/3,0
2019/4/4,0
2019/4/5,0
2019/4/6,0
2019/4/7,0
2019/4/8,0
2019/4/9,0
2019/4/10,0
2019/4/11,0
2019/4/12,0
2019/4/13,0
2019/4/14,0
2019/4/15,0
2019/4/16,0
2019/4/17,0
2019/4/18,0
2019/4/19,0
2019/4/20,0
2019/4/21,0
2019/4/22,0
2019/4/23,0
2019/4/24,0
2019/4/25,0
2019/4/26,0
2019/4/27,0
2019/4/28,0
2019/4/29,0
2019/4/30,0
2019/5/27,0
2019/5/28,0
2019/5/29,0
2019/5/30,0
2019/5/31,0
2019/6/1,0
2019/6/2,0
2019/6/3,0
2019/6/4,0
2019/6/5,0
2019/6/6,0
2019/6/7,0
2019/6/8,0
2019/6/9,0
2019/6/10,0
2019/6/11,0
2019/6/12,0
2019/6/13,0
2019/6/14,0
2019/6/15,0
2019/6/16,0
2019/6/17,0
2019/6/18,0
2019/6/19,0
2019/6/20,0
2019/6/21,0
2019/6/22,0
2019/6/23,0
