date,disease
2016/11/16,1
2016/11/17,1
2016/11/18,1
2016/11/19,1
2016/11/20,1
2016/11/21,1
2016/11/22,1
2016/11/23,1
2016/11/24,1
2016/11/25,1
2016/11/26,1
2016/11/27,1
2016/11/28,1
2016/11/29,1
2016/11/30,1
2016/12/1,1
2016/12/2,1
2016/12/3,1
2016/12/4,1
2016/12/5,1
2016/12/6,1
2016/12/7,1
2016/12/8,1
2016/12/9,1
2016/12/10,1
2016/12/11,1
2016/12/12,1
2016/12/13,1
2016/12/14,1
2016/12/15,1
2016/12/16,1
2016/12/17,1
2016/12/18,1
2016/12/19,1
2016/12/20,1
2016/12/21,1
2016/12/22,1
2016/12/23,1
2016/12/24,1
2016/12/25,1
2016/12/26,1
2016/12/27,1
2016/12/28,1
2016/12/29,1
2016/12/30,1
2016/12/31,1
2017/1/1,1
2017/1/2,1
2017/1/3,1
2017/1/4,1
2017/1/5,1
2017/1/6,1
2017/1/7,1
2017/1/8,1
2017/1/9,0
2017/1/10,0
