Date/Time,T20,ST,T60,H
2018-10-27 00:00:00,18.3,20.1,18.0,91.8
2018-10-27 00:10:00,18.3,20.1,18.0,91.9
2018-10-27 00:20:00,18.1,20.0,17.9,91.8
2018-10-27 00:30:00,18.3,20.0,18.0,92.4
2018-10-27 00:40:00,18.3,20.0,18.0,92.4
2018-10-27 00:50:00,18.1,20.0,17.8,92.1
2018-10-27 01:00:00,18.1,20.0,17.7,92.3
2018-10-27 01:10:00,18.0,19.9,17.7,92.3
2018-10-27 01:20:00,18.0,19.9,17.8,92.6
2018-10-27 01:30:00,18.1,19.9,17.8,92.8
2018-10-27 01:40:00,17.9,19.9,17.7,92.5
2018-10-27 01:50:00,18.0,19.9,17.8,93.2
2018-10-27 02:00:00,18.1,19.8,17.7,93.3
2018-10-27 02:10:00,18.0,19.8,17.7,93.2
2018-10-27 02:20:00,18.0,19.8,17.7,93.1
2018-10-27 02:30:00,18.0,19.8,17.7,93.2
2018-10-27 02:40:00,18.0,19.8,17.7,93.2
2018-10-27 02:50:00,17.9,19.8,17.6,93.2
2018-10-27 03:00:00,17.9,19.8,17.6,93.2
2018-10-27 03:10:00,17.8,19.8,17.6,93.1
2018-10-27 03:20:00,17.9,19.8,17.7,93.4
2018-10-27 03:30:00,18.0,19.7,17.7,93.5
2018-10-27 03:40:00,18.0,19.7,17.7,93.6
2018-10-27 03:50:00,18.0,19.7,17.7,93.3
2018-10-27 04:00:00,18.0,19.7,17.7,93.6
2018-10-27 04:10:00,18.0,19.7,17.7,93.7
2018-10-27 04:20:00,17.8,19.7,17.6,93.5
2018-10-27 04:30:00,18.0,19.7,17.7,93.8
2018-10-27 04:40:00,18.1,19.7,17.8,93.9
2018-10-27 04:50:00,18.1,19.7,17.7,94.2
2018-10-27 05:00:00,18.1,19.7,17.8,94.2
2018-10-27 05:10:00,18.1,19.7,17.8,94.1
2018-10-27 05:20:00,18.0,19.6,17.7,94.0
2018-10-27 05:30:00,17.9,19.6,17.6,94.0
2018-10-27 05:40:00,18.0,19.6,17.7,94.2
2018-10-27 05:50:00,17.9,19.6,17.6,94.4
2018-10-27 06:00:00,18.0,19.6,17.7,94.4
2018-10-27 06:10:00,18.1,19.6,17.8,94.5
2018-10-27 06:20:00,18.1,19.6,17.9,94.7
2018-10-27 06:30:00,18.1,19.6,17.9,94.7
2018-10-27 06:40:00,18.2,19.6,17.9,94.6
2018-10-27 06:50:00,18.3,19.6,18.0,94.4
2018-10-27 07:00:00,18.7,19.6,18.6,94.3
2018-10-27 07:10:00,19.0,19.6,19.1,93.9
2018-10-27 07:20:00,19.2,19.6,19.2,93.4
2018-10-27 07:30:00,19.2,19.7,19.1,92.8
2018-10-27 07:40:00,19.2,19.7,19.1,92.6
2018-10-27 07:50:00,19.2,19.7,19.2,92.7
2018-10-27 08:00:00,19.4,19.7,19.4,92.4
2018-10-27 08:10:00,19.6,19.7,19.6,92.1
2018-10-27 08:20:00,20.0,19.8,20.1,92.1
2018-10-27 08:30:00,20.5,19.8,20.9,91.8
2018-10-27 08:40:00,21.5,19.8,22.1,91.3
2018-10-27 08:50:00,21.7,19.9,22.3,89.5
2018-10-27 09:00:00,21.9,19.9,22.4,88.2
2018-10-27 09:10:00,22.6,20.0,23.3,89.0
2018-10-27 09:20:00,22.8,20.1,23.5,87.3
2018-10-27 09:30:00,22.7,20.1,23.2,85.2
2018-10-27 09:40:00,23.0,20.2,23.5,86.4
2018-10-27 09:50:00,23.1,20.2,23.7,87.3
2018-10-27 10:00:00,23.0,20.3,23.6,87.9
2018-10-27 10:10:00,23.0,20.3,23.5,88.4
2018-10-27 10:20:00,22.9,20.4,23.4,89.7
2018-10-27 10:30:00,22.8,20.4,23.2,87.4
2018-10-27 10:40:00,23.3,20.4,23.8,85.1
2018-10-27 10:50:00,24.1,20.5,24.7,80.0
2018-10-27 11:00:00,24.5,20.6,25.1,77.0
2018-10-27 11:10:00,24.7,20.6,25.3,73.8
2018-10-27 11:20:00,25.0,20.7,25.7,74.2
2018-10-27 11:30:00,24.8,20.7,25.3,74.4
2018-10-27 11:40:00,24.7,20.8,25.2,74.0
2018-10-27 11:50:00,27.0,20.9,28.3,68.5
2018-10-27 12:00:00,27.8,21.0,29.0,63.6
2018-10-27 12:10:00,28.8,21.1,30.3,64.7
2018-10-27 12:20:00,29.9,21.2,31.5,61.5
2018-10-27 12:30:00,30.0,21.4,31.7,63.2
2018-10-27 12:40:00,29.7,21.5,31.3,58.7
2018-10-27 12:50:00,29.6,21.6,30.9,56.0
2018-10-27 13:00:00,29.2,21.7,30.3,57.3
2018-10-27 13:10:00,29.1,21.7,30.2,56.8
2018-10-27 13:20:00,28.8,21.8,29.5,57.2
2018-10-27 13:30:00,26.8,21.8,27.6,72.0
2018-10-27 13:40:00,25.6,21.9,27.8,80.1
2018-10-27 13:50:00,25.4,21.9,26.9,81.6
2018-10-27 14:00:00,24.8,22.1,25.3,82.0
2018-10-27 14:10:00,24.7,22.1,24.6,70.9
2018-10-27 14:20:00,24.6,22.0,24.7,67.4
2018-10-27 14:30:00,26.5,22.0,25.2,59.0
2018-10-27 14:40:00,29.6,22.0,26.2,44.3
2018-10-27 14:50:00,26.9,22.0,26.4,48.8
2018-10-27 15:00:00,26.3,22.0,26.3,46.9
2018-10-27 15:10:00,25.3,22.0,26.0,51.0
2018-10-27 15:20:00,25.0,22.0,25.6,51.0
2018-10-27 15:30:00,25.0,21.9,25.2,50.0
2018-10-27 15:40:00,25.1,21.9,25.6,49.8
2018-10-27 15:50:00,24.9,21.9,25.6,52.1
2018-10-27 16:00:00,24.5,21.8,25.1,53.8
2018-10-27 16:10:00,24.2,21.8,24.6,55.1
2018-10-27 16:20:00,23.9,21.8,24.3,56.9
2018-10-27 16:30:00,23.6,21.8,24.0,59.2
2018-10-27 16:40:00,23.1,21.7,23.3,60.9
2018-10-27 16:50:00,22.4,21.7,22.5,63.6
2018-10-27 17:00:00,21.5,21.6,21.5,67.9
2018-10-28 00:00:00,14.8,18.8,14.5,83.7
2018-10-28 00:10:00,14.6,18.7,14.1,82.2
2018-10-28 00:20:00,14.6,18.7,14.2,82.6
2018-10-28 00:30:00,14.5,18.7,14.1,82.6
