Date/Time,T20,ST,T60,H
2017/12/19 0:00,11,15.7,11.3,80
2017/12/19 0:10,14.2,15.6,11.8,80
2017/12/19 0:20,12,15.6,12,80
2017/12/19 0:30,11.2,15.5,11.3,80
2017/12/19 0:40,12.7,15.5,11.2,80
2017/12/19 0:50,12.2,15.5,12.1,80
2017/12/19 1:00,10.8,15.5,11,80
2017/12/19 1:10,12.8,15.5,11,80
2017/12/19 1:20,11.7,15.5,11.6,79
2017/12/19 1:30,10.4,15.4,10.6,78
2017/12/19 1:40,13.2,15.3,11,78
2017/12/19 1:50,11.3,15.4,11.3,78
2017/12/19 2:00,10.1,15.3,10.3,77
2017/12/19 2:10,13.2,15.3,11.1,77
2017/12/19 2:20,11.2,15.2,11.1,77
2017/12/19 2:30,11,15.2,10.5,76
2017/12/19 2:40,12.9,15.2,11.5,77
2017/12/19 2:50,10.6,15.1,10.7,76
2017/12/19 3:00,13.1,15.1,11,77
2017/12/19 3:10,11.8,15.1,11.6,77
2017/12/19 3:20,10.3,15,10.6,76
2017/12/19 3:30,13.7,15.1,11.3,77
2017/12/19 3:40,11.3,15,11.2,77
2017/12/19 3:50,10.8,15,10.5,76
2017/12/19 4:00,13.9,15,11.6,76
2017/12/19 4:10,10.8,15,10.9,75
2017/12/19 4:20,12.6,15,10.8,76
2017/12/19 4:30,11.8,14.9,11.7,76
2017/12/19 4:40,10.4,14.9,10.5,75
2017/12/19 4:50,13.4,14.9,11.3,76
2017/12/19 5:00,10.9,14.9,10.9,75
2017/12/19 5:10,11.5,14.9,10.5,75
2017/12/19 5:20,12.5,14.9,11.5,76
2017/12/19 5:30,10.3,14.8,10.5,74
2017/12/19 5:40,13.1,14.8,10.8,75
2017/12/19 5:50,11.1,14.8,11.1,75
2017/12/19 6:00,10.5,14.7,10.2,75
2017/12/19 6:10,13.3,14.8,11.2,76
2017/12/19 6:20,10.3,14.7,10.5,74
2017/12/19 6:30,12.4,14.7,10.5,75
2017/12/19 6:40,11.1,14.7,11,75
2017/12/19 6:50,10.2,14.7,10,73
2017/12/19 7:00,13.1,14.7,11,75
2017/12/19 7:10,10.3,14.6,10.5,74
2017/12/19 7:20,12.3,14.6,10.5,74
2017/12/19 7:30,11.5,14.6,11.3,75
2017/12/19 7:40,10.6,14.6,10.7,74
2017/12/19 7:50,10.6,14.6,10.7,74
2017/12/19 8:00,10.7,14.6,10.9,75
2017/12/19 8:10,10.9,14.5,11.1,76
2017/12/19 8:20,11.7,14.5,11.8,76
2017/12/19 8:30,12.7,14.5,12.9,75
2017/12/19 8:40,13.9,14.6,14.3,73
2017/12/19 8:50,15.1,14.6,15.9,69
2017/12/19 9:00,16.7,14.6,17.3,63
2017/12/19 9:10,17.8,14.7,18.9,58
2017/12/19 9:20,18.9,14.8,20,55
2017/12/19 9:30,20,14.9,21.5,53
2017/12/19 9:40,22,15,22.6,52
2017/12/19 9:50,20,15.2,20.2,58
2017/12/19 10:00,20.6,15.4,20.5,60
2017/12/19 10:10,21.5,15.4,21.2,60
2017/12/19 10:20,22.4,15.6,22.1,58
2017/12/19 10:30,23,15.7,22.7,58
2017/12/19 10:40,23.5,15.8,23.3,56
2017/12/19 10:50,23.4,15.9,23.7,52
2017/12/19 11:00,24,16.1,24.5,51
2017/12/19 11:10,22.7,16.2,23.3,47
2017/12/19 11:20,22,16.4,22.7,46
2017/12/19 11:30,21.9,16.5,21.9,47
2017/12/19 11:40,21.6,16.5,22,44
2017/12/19 11:50,21.5,16.6,22,44
2017/12/19 12:00,20.7,16.7,21.4,42
2017/12/19 12:10,20,16.8,21.7,41
2017/12/19 12:20,20.2,16.9,21.6,39
2017/12/19 12:30,20.3,16.9,21.7,36
2017/12/19 12:40,19.8,17,21.4,38
2017/12/19 12:50,20.2,17.1,22,36
2017/12/19 13:00,21.9,17.2,23.7,40
2017/12/19 13:10,23.8,17.3,25.1,42
2017/12/19 13:20,23.6,17.5,25.4,40
2017/12/19 13:30,22.2,17.6,22.8,47
2017/12/19 13:40,19.9,17.7,20.8,51
2017/12/19 13:50,18.2,17.8,18.9,55
2017/12/19 14:00,17.6,17.8,18.2,56
2017/12/19 14:10,17.8,17.7,18.5,55
2017/12/19 14:20,21.1,17.8,20.5,52
2017/12/19 14:30,22.1,17.7,22.4,48
2017/12/19 14:40,24.1,17.8,24.2,46
2017/12/19 14:50,22.8,17.9,22.8,47
2017/12/19 15:00,20.5,17.9,21.1,49
2017/12/19 15:10,18.5,18,19.3,52
2017/12/19 15:20,18.9,18,18.4,54
2017/12/19 15:30,18.9,18,18.4,53
2017/12/19 15:40,18.8,17.9,18.5,55
2017/12/19 15:50,19.1,17.9,19,59
2017/12/19 16:00,18.8,18,18.7,62
2017/12/19 16:10,18,18,18,64
2017/12/19 16:20,17.1,17.9,17.1,66
2017/12/19 16:30,15.9,17.9,16.2,68
2017/12/19 16:40,15.4,17.9,15.5,70
2017/12/19 16:50,15,17.8,15.1,72
2017/12/19 17:00,14.4,17.8,14.7,73
2017/12/19 17:10,14,17.7,14.3,74
2017/12/19 17:20,13.6,17.6,13.9,76
2017/12/19 17:30,13.3,17.5,13.6,77
2017/12/19 17:40,13.1,17.5,13.3,77
2017/12/19 17:50,12.8,17.3,13.1,78
2017/12/19 18:00,12.6,17.3,13,78
2017/12/19 18:10,12.5,17.2,12.6,79
2017/12/19 18:20,12.3,17.1,12.5,79
2017/12/19 18:30,12.1,17,12.4,80
2017/12/19 18:40,12,17,12.2,80
2017/12/19 18:50,14,16.8,12.6,81
2017/12/19 19:00,12.7,16.8,12.7,81
2017/12/19 19:10,12.1,16.8,12.4,82
2017/12/19 19:20,11.7,16.7,11.9,82
2017/12/19 19:30,12.3,16.7,11.7,82
2017/12/19 19:40,13,16.5,12.6,83
2017/12/19 19:50,12.1,16.5,12.2,83
2017/12/19 20:00,11.6,16.4,11.9,83
2017/12/19 20:10,12,16.4,11.5,83
2017/12/19 20:20,13.1,16.3,12.6,83
2017/12/19 20:30,11.9,16.3,11.9,83
2017/12/19 20:40,11.5,16.2,11.7,83
2017/12/19 20:50,13.7,16.2,11.9,83
2017/12/19 21:00,12.2,16.1,12.1,83
2017/12/19 21:10,11.6,16.1,11.8,83
2017/12/19 21:20,12,16.1,11.4,83
2017/12/19 21:30,12.9,16,12.4,84
2017/12/19 21:40,11.7,16,11.7,83
2017/12/19 21:50,11.1,15.9,11.4,82
2017/12/19 22:00,14.2,15.9,11.9,83
2017/12/19 22:10,12.1,15.9,12,83
2017/12/19 22:20,11.2,15.8,11.3,82
2017/12/19 22:30,12.6,15.8,11.3,82
2017/12/19 22:40,12.4,15.7,12.2,83
2017/12/19 22:50,11.4,15.7,11.4,82
2017/12/19 23:00,11.2,15.7,11,82
2017/12/19 23:10,13.2,15.7,12,82
2017/12/19 23:20,11.3,15.6,11.5,81
2017/12/19 23:30,11.2,15.6,10.9,81
2017/12/19 23:40,13,15.6,11.9,81
2017/12/19 23:50,11.2,15.5,11.4,81
2017/12/20 0:00,10.9,15.5,10.8,81
2017/12/20 0:10,13.4,15.4,11.8,81
2017/12/20 0:20,11.4,15.4,11.5,80
2017/12/20 0:30,11.1,15.4,10.8,80
2017/12/20 0:40,13.1,15.3,11.8,80
2017/12/20 0:50,11.2,15.3,11.2,80
2017/12/20 1:00,12.5,15.3,11,80
2017/12/20 1:10,12.1,15.3,11.9,80
2017/12/20 1:20,10.8,15.3,11,80
2017/12/20 1:30,13.3,15.2,11.2,80
2017/12/20 1:40,11.8,15.2,11.7,80
2017/12/20 1:50,10.6,15.2,10.7,80
2017/12/20 2:00,13.6,15.2,11.3,80
2017/12/20 2:10,11,15.1,11.1,79
2017/12/20 2:20,11,15.1,10.4,79
2017/12/20 2:30,12.5,15.1,11.3,79
2017/12/20 2:40,10.1,15.1,10.4,78
2017/12/20 2:50,12.5,15,10.6,78
2017/12/20 3:00,11,15,11,78
2017/12/20 3:10,10.3,15,10,77
2017/12/20 3:20,13.2,15,11,77
2017/12/20 3:30,10.5,14.9,10.5,77
2017/12/20 3:40,12.1,14.9,10.3,77
2017/12/20 3:50,11.4,14.9,11.1,77
2017/12/20 4:00,10,14.9,10.1,76
2017/12/20 4:10,13.1,14.8,10.8,76
2017/12/20 4:20,10.4,14.8,10.4,76
2017/12/20 4:30,11.8,14.7,10.2,76
2017/12/20 4:40,11.6,14.8,11,76
2017/12/20 4:50,10,14.7,10,75
2017/12/20 5:00,13.3,14.7,10.8,76
2017/12/20 5:10,10.6,14.7,10.6,75
2017/12/20 5:20,12.1,14.6,10.2,75
2017/12/20 5:30,12,14.6,11.2,76
2017/12/20 5:40,10.2,14.6,10.2,75
2017/12/20 5:50,13.1,14.6,11,76
2017/12/20 6:00,10.7,14.6,10.8,75
2017/12/20 6:10,12,14.6,10.3,75
2017/12/20 6:20,11.9,14.6,11.2,76
2017/12/20 6:30,10.1,14.6,10.1,75
2017/12/20 6:40,13.3,14.6,10.9,75
2017/12/20 6:50,10.8,14.5,10.6,75
2017/12/20 7:00,11.8,14.5,10.3,75
2017/12/20 7:10,11.8,14.5,11.1,76
2017/12/20 7:20,10.1,14.5,10.2,74
2017/12/20 7:30,13.4,14.5,11.1,75
2017/12/20 7:40,10.8,14.5,10.9,75
2017/12/20 7:50,10.4,14.4,10.6,75
2017/12/20 8:00,13.1,14.4,11.1,76
2017/12/20 8:10,11.7,14.5,11.5,76
2017/12/20 8:20,11.5,14.4,11.6,76
2017/12/20 8:30,11.6,14.4,11.8,76
2017/12/20 8:40,12.8,14.4,13.4,75
2017/12/20 8:50,14,14.5,14.9,70
2017/12/20 9:00,15.5,14.5,16.3,62
2017/12/20 9:10,17.2,14.6,19,51
2017/12/20 9:20,18.9,14.6,20.6,46
2017/12/20 9:30,18.7,14.7,22,44
2017/12/20 9:40,21.3,14.8,22.2,43
2017/12/20 9:50,22.4,15,22.4,45
2017/12/20 10:00,23.8,15.1,23.9,43
2017/12/20 10:10,23.9,15.3,24.6,43
2017/12/20 10:20,23,15.5,24.9,42
2017/12/20 10:30,24,15.6,25.2,41
2017/12/20 10:40,24,15.9,24.6,43
2017/12/20 10:50,23.1,16,23.5,46
2017/12/20 11:00,21.8,16.2,22.8,47
2017/12/20 11:10,22.2,16.3,22.4,48
2017/12/20 11:20,21.8,16.4,22.6,48
2017/12/20 11:30,21.1,16.5,21.9,48
2017/12/20 11:40,23.8,16.6,22.7,51
2017/12/20 11:50,22.8,16.7,23.3,49
2017/12/20 12:00,22.6,16.8,23.2,48
2017/12/20 12:10,22.4,16.2,21.3,57
2017/12/20 12:20,22.3,16.1,22.2,47
2017/12/20 12:30,23.1,16.1,23.2,45
2017/12/20 12:40,23.2,16.2,23.8,40
2017/12/20 12:50,23.2,16.3,23.6,41
2017/12/20 13:00,23.3,16.5,26.4,34
2017/12/20 13:10,24.9,16.7,27.5,38
